,Title,Description,Topic,Subject Area,Score,type
51927,9 Things To Make The Most Out Of Your High School Senior Year,"As the summer break nears its end, many of you will start off with our senior year of high school. Having graduated high",college,news,0.36965266147393294,3 - Topic calculated with low confidence score and no subject area available
47213,Nina Turner Quotes James Baldwin To Sum Up The Anger Among Black Protesters,"“To be a negro in this country and to be relatively conscious is to be in a rage almost all the time.""",black voices,news,0.8154456106801669,2 - Topic unable to be determined – subject area used instead
35436,Senate Votes To Kill Dodd Frank Anti-Corruption Rule,"The rule was aimed at curbing corruption at big oil, gas and mining companies.",politics,news,0.33339940993936146,1 - Topic determined by algorithm
114120,Ferguson: The Untold Story,"Think you have a pretty good idea of what's going on in Ferguson, Missouri? You may not, even if you've been watching a lot of cable news. Especially if you've been watching a lot of cable news. If the media's job is to give viewers and readers an accurate and full idea of what's really going on, we have to acknowledge that there is a long way to go. Of course, Ferguson is not an isolated case. But it is a chance for those of us in the media to expand our understanding of our role in covering the news. At HuffPost we are certainly covering the violence and the underlying racial tensions, but we are also committed to telling the ""untold story"" (as our splash put it on Tuesday) -- of compassion, ingenuity, kindness, trust, collaboration and community.",media,news,0.3212543647595536,3 - Topic calculated with low confidence score and no subject area available
121916,"The Days of Our Lives, One Day at a Time","Unfortunately, CBT is not readily available to everyone who might benefit from the therapy. It's rarely used in settings where addicts are typically treated, in large part because there are not enough well-trained therapists to meet the need.",science,news,0.27498462094864706,1 - Topic determined by algorithm
138780,Obscure Is the New Cool,"Not so long ago being cool was choosing what everyone else was choosing, wearing, drinking and smoking. Ultimately, cool was defined by Madison Avenue. You knew it was time to change brands when Pepsi became the new cool, and a generation shifted.",style & beauty,news,0.8553348543999103,
95795,Idina Menzel Looks Just Like Elsa Now,,entertainment,news,0.03769246564831752,3 - Topic calculated with low confidence score and no subject area available
72435,Why Gina Rodriguez Says Receiving Her Golden Globe Nomination Today Is 'Serendipitous',"""Today two fantastic things happened.""",latino voices,news,0.8110096427785476,
52847,How Some Evangelicals Rationalize Their Support Of Donald Trump,"""Full Frontal with Samantha Bee"" asked these conservative Christians why they're supporting Trump.",religion,news,0.7757536987954835,
86415,Ukraine is no Greece or Puerto Rico and needs IMF help now,"Greece is a deadbeat nation, Puerto Rico is a party that lives beyond its means, but last year war-torn Ukraine made more interest payments to its lenders than it spent trying to defend itself against Russia.",worldpost,news,0.26644280785505803,3 - Topic calculated with low confidence score and no subject area available
52250,Bill Clinton Is One Thing That Hasn't Changed In 36 Years Of The DNC,"He's spoken at nearly every convention since 1980, when he was governor of Arkansas.",politics,news,0.9860467254254062,
22056,"Japan Floods Force Nearly 80,000 From Homes, Leave At Least 6 Dead","""The roads were like rivers,” a witness said.",world news,news,0.6766265631340834,3 - Topic calculated with low confidence score and no subject area available
39422,Precision Parachutes May Be Only Option For Aleppo Aid Deliveries,"Amr Shayah, an aeronautical engineer with a degree from the University of Aleppo, explains the potential benefits of using",the worldpost,news,0.4712930574459375,2 - Topic unable to be determined – subject area used instead
179638,Cooking With A Cordless Power Drill (VIDEO),So what are you waiting for? Watch the video above and get a drill. Want to read more from HuffPost Taste? Follow us on Twitter,food & drink,news,0.4882463396831236,3 - Topic calculated with low confidence score and no subject area available
31874,Emma Watson Is A Timeless 'Beauty' On The Red Carpet,Très Belle.,style,news,0.66077159986699,1 - Topic determined by algorithm
94155,"Duke's Coach K Can Coach, But Can He Dance? No. No, He Cannot",Wow.,sports,news,0.08706710536022166,
169564,A Christmas Present,And she still knows how to smile. Mary Katherine was petrified and she wasn't going anywhere. Mary Katharine and her family,parenting,news,0.37478294404659773,
37019,Funny Or Die Offers A Peek Into Paul Ryan's Secret Diary,"""I want to stay on the good side of my friends Mike Pence and Mitch McConnell. They’re so cool.""",comedy,news,0.621809421293099,1 - Topic determined by algorithm
58625,Is Sanders 2016 Becoming Nader 2000?,"Bernie Sanders, for all his talk of revolution, never wanted to be Ralph Nader.",politics,news,0.7606037464019363,
172767,"Smoking Rots The Brain, Study Says","While this study addresses long-term effects of smoking, the inhalation of cigarette smoke often has some much more obvious",wellness,news,0.7919830815521415,1 - Topic determined by algorithm
91588,Thomas Whitby's Ascent As a Connected Educator,Digital media and its impact on education was still in an embryonic phase in the early 1990s when author and edtech pioneer Thomas Whitby received his Masters of Science degree in educational technology.,education,news,0.33504447809602034,3 - Topic calculated with low confidence score and no subject area available
122454,"Walter Salles at Lunch at Cannes with ""Cinemas du Monde""",,entertainment,news,0.3511014176418036,2 - Topic unable to be determined – subject area used instead
91013,New York and Ibiza Had a Beautiful Sexy Baby: They Called It Tel Aviv,"I say Israel, you say shrapnel. I say Israel you say, unrest. But wait. You've got it all wrong. You see New York and Ibiza had this torrid love affair and had a baby. They called her Tel Aviv.",travel,news,0.07630923175413573,2 - Topic unable to be determined – subject area used instead
159480,Allergy Myths: Don't Fall For These This Season,"If the sniffles you're hearing at home or at work are any indication, it's allergy season. And, once again, it's looking",wellness,news,0.8558579399161779,
165920,"Why's a Heart Represent Love, Anyway?","When you text a heart emoticon to a deserving party, it means more than just your devotion to another. The heart's evolution and endurance has enabled people to communicate their feelings effectively since the beginning. There's a deeper connection than you may realize.",style & beauty,news,0.4987180311533811,
139109,8 Big Retailers Open On Thanksgiving,"Holiday shoppers are expected to spend about 3.9% more this year than they did last year, according to a National Retail",business,news,0.8258384088085594,
64832,"Robert Carlock On 'Whiskey Tango Foxtrot,' Political Comedy And Returning To Multi-Cam Sitcoms","""Foxtrot"" is Carlock's latest collaboration with Tina Fey.",entertainment,news,0.2685292568284912,1 - Topic determined by algorithm
88749,The Politics of LGBTQ People: Caitlyn Jenner and Class Differences,"Should LGBTQ people automatically get along with each other because they are designated as a minority group that has endured decades of oppression and stigmatization? LGBTQ organizations have only hired leaders who are invested in white, privileged, able-bodied, patriarchal politics.",queer voices,news,0.4072075261590293,3 - Topic calculated with low confidence score and no subject area available
147532,"The Sustainable Family: Turning Tech Into an Ally for Closeness, Creativity and Community","Tech can be a tool that strengthens or dilutes family connection. When family members ""fly solo"" spending too much time pursuing their singular lives online with their out-of-family social networks, family cohesion erodes.",parenting,news,0.9439211112393276,
120628,This Chart Shows Just How Much Higher The Depression Rate Is For The Long-Term Unemployed,,healthy living,news,0.09010107970853687,
75731,Teens Spend About 9 Hours On Screens Every Day,Experts are concerned about how much young people are multitasking.,tech,news,0.4374505495602491,3 - Topic calculated with low confidence score and no subject area available
