Entity Type,Title,Description,Topic,Subject Area,Score,Manual,Correct
Item,BGE MOLD REMOVAL,BGE MOLD REMOVAL,[],Technical Training,[],,
Item,ELECTRICITY,ELECTRICITY,[],Technical Training,[],,
Item,INTERMEDIATE ELECTRICITY,INTERMEDIATE ELECTRICITY,[],Technical Training,[],,
Item,ELECTRONIC,ELECTRONIC,[],Technical Training,[],,
Item,SCARCE OF RADIANS,SCARCE OF RADIANS,[],Technical Training,[],,
Item,FORMATION OF PIECES,FORMATION OF PIECES,[],Technical Training,[],,
Item,VA COORDINATOR FUNCTIONS,VA COORDINATOR FUNCTIONS,[],Technical Training,[],,
Item,ENGLISH,ENGLISH,[],Professional Development,[],,
Item,PRODUCT PROCESS INSPECTION,PRODUCT PROCESS INSPECTION,[],Technical Training,[],,
Item,DENSITY INSPECTION,DENSITY INSPECTION,[],Technical Training,[],,
Item,PACKAGING AND KILN OPERATION MANUAL,PACKAGING AND KILN OPERATION MANUAL,[],Technical Training,[],,
Item,OPERATION MANUAL,OPERATION MANUAL,[],Technical Training,[],,
Item,FLAT SORTING OPERATION MANUAL,FLAT SORTING OPERATION MANUAL,[],Technical Training,[],,
Item,FAST FIRED OPERATION MANUAL,FAST FIRED OPERATION MANUAL,[],Technical Training,[],,
Item,FLAT KILN OPERATION MANUAL,FLAT KILN OPERATION MANUAL,[],Technical Training,[],,
Item,LUW GLAZE LINE OPERATION MANUAL,LUW GLAZE LINE OPERATION MANUAL,[],Technical Training,[],,
Item,FLAT LINES OPERATION MANUAL,FLAT LINES OPERATION MANUAL,[],Technical Training,[],,
Item,LUW PRODUCTION OPERATION MANUAL,LUW PRODUCTION OPERATION MANUAL,[],Technical Training,[],,
Item,MOSAICS OPERATION MANUAL,MOSAICS OPERATION MANUAL,[],Technical Training,[],,
Item,SAMPLES BOARDS OPERATION MANUAL,SAMPLES BOARDS OPERATION MANUAL,[],Technical Training,[],,
Item,SKI OPERATION MANUAL,SKI OPERATION MANUAL,[],Technical Training,[],,
Item,REFRACTORIES OPERATION MANUAL,REFRACTORIES OPERATION MANUAL,[],Technical Training,[],,
Item,FLOOR OPERATION MANUAL,FLOOR OPERATION MANUAL,[],Technical Training,[],,
Item,TRIM FLAT OPERATION MANUAL,TRIM FLAT OPERATION MANUAL,[],Technical Training,[],,
Item,FRITS OPERATION MANUAL,FRITS OPERATION MANUAL,[],Technical Training,[],,
Item,FF PACKAGING MANUAL,FF PACKAGING MANUAL,[],Technical Training,[],,
Item,TRIM PRESS OPERATION MANUAL,TRIM PRESS OPERATION MANUAL,[],Technical Training,[],,
Item,TRIM PISTOL OPERATION MANUAL,TRIM PISTOL OPERATION MANUAL,[],Technical Training,[],,
Item,GLAZE PREP. OPERATION MANUAL,GLAZE PREP. OPERATION MANUAL,[],Technical Training,[],,
Item,MOULDING OPERATION MANUAL,MOULDING OPERATION MANUAL,[],Technical Training,[],,
Item,PASTES INSTRUCTIONS,PASTES INSTRUCTIONS,[],Technical Training,[],,
Item,FORMULA LOADING INSTRUCTIONS,FORMULA LOADING INSTRUCTIONS,[],Technical Training,[],,
Item,SILICA MOULDING INSTRUCTIONS,SILICA MOULDING INSTRUCTIONS,[],Technical Training,[],,
Item,INSPECTION AND MOUNTING OPERATION MANUAL,INSPECTION AND MOUNTING OPERATION MANUAL,[],Technical Training,[],,
Item,HOPPER R101124 OPERATION MANUAL,HOPPER R101124 OPERATION MANUAL,[],Technical Training,[],,
Item,SETTING OPERATION MANUAL,SETTING OPERATION MANUAL,[],Technical Training,[],,
Item,PADEUM TEST OPERATION MANUAL,PADEUM TEST OPERATION MANUAL,[],Technical Training,[],,
Item,HUMIDITY OPERATION MANUAL,HUMIDITY OPERATION MANUAL,[],Technical Training,[],,
Item,THERMAL INSPECTION OPERATIONG MANUAL,THERMAL INSPECTION OPERATIONG MANUAL,[],Technical Training,[],,
Item,WATER OPERATION MANUAL,WATER OPERATION MANUAL,[],Technical Training,[],,
Item,BOARDS CUTTING OPERATION MANUAL,BOARDS CUTTING OPERATION MANUAL,[],Technical Training,[],,
Item,OJT AUTOMATIC PRESS OPERATION MANUAL,OJT AUTOMATIC PRESS OPERATION MANUAL,[],Technical Training,[],,
Item,FRITS PLATFORMS AND MILLS OPERATION MANUAL,FRITS PLATFORMS AND MILLS OPERATION MANUAL,[],Technical Training,[],,
Item,BORDERS OPERATION MANUAL,BORDERS OPERATION MANUAL,[],Technical Training,[],,
Item,CHIP CHEST OPERATION MANUAL,CHIP CHEST OPERATION MANUAL,[],Technical Training,[],,
Item,CHIP CHEST ASSEMBLY,CHIP CHEST ASSEMBLY,[],Technical Training,[],,
Item,EZ OPERATION MANUAL,EZ OPERATION MANUAL,[],Technical Training,[],,
Item,AHNZO PANEL MOUNTING,AHNZO PANEL MOUNTING,[],Technical Training,[],,
Item,FUEL INJECTION,FUEL INJECTION,[],Technical Training,[],,
Item,LUW PRESS OPERATION MANUAL,LUW PRESS OPERATION MANUAL,[],Technical Training,[],,
