Entity Type,Title,Description,Topic,Subject Area,Score
,Learning program Business Administration Ahold,"Ontwikkel jezelf in het bedrijf.

Het BedrijfsKundig Leertraject (BKL) staat voor de kunde om te leren en te ontwikkelen in het bedrijf. Na dit leertraject van 6 maanden ben je in staat om projectmatig een organisatievraagstuk aan te pakken en op te lossen, heb je je persoonlijke effectiviteit, impact en invloed vergroot en heb je je kennis over de organisatie uitgebreid.

Meer weten? Lees dan het tabblad ""Overzicht"".

Voorkennis: 5 jaar werkervaring, functieschaal 12-14. Bij lagere schaal is deelname mogelijk als de kandidaat over voldoende vaardigheden beschikt (dit wordt vastgesteld in vervroegd intakegesprek).
Leverancier: Performance Consultancy
Locatie: Extern
Deelnemers: 12
Trefwoorden: projectmanagement, persoonlijke ontwikkeling
Kosten: programmakosten 2017 € 6.700, accommodatiekosten: circa € 2.750
Aanmeldprocedure: Klik op ""Rooster aanvragen"". Pas na goedkeuring van je leidinggevende en als de opleiding op je Leerplan zichtbaar is, sta je op de inschrijflijst. Bij voldoende aanmeldingen worden intakegesprekken gepland. Pas nadat met alle ingeschrevenen intakegesprekken zijn gevoerd wordt de definitieve groep samengesteld. Er moet voldoende spreiding zijn in functies van de deelnemers om het programma tot zijn recht te laten komen.

Hulp nodig? Klik hier.",business,,0.972932
,Advanced Retail Management - P&L  (SS),"Advanced Retail Management Training is designed to prepare Assistant Store Managers for the role of Store Manager. This training is used to provide these managers with comprehensive technical training and general knowledge of store operations. In addition, this training allows associates to network with other participants and also with the facilitators, who are subject matter experts.
",retail,,0.627151
,"Smaakprofielen, nog persoonlijker adviseren!","In 2 minuten weet je wat smaakprofielen zijn en hoe je deze gebruikt om de perfecte fles te adviseren!

Trefwoorden: profielen, wijnsmaak, beste advies, varieëren, Fresh red, Fruit Smoothie, Easy rider, Big red, Classic red, Royal red, Fresh hammer, Fresh prince, Fruit lover, Classic white, Big White, Sugar Honey

Hulp nodig? Klik hier",,Gall Verkoper,Score < threshold
,Meat Department Manager Objectives Test,"
Meat Department Manager Objectives Test
Language: English

Need help? Click here.",management,,0.6655586
,Giant Carlisle Cash Office Refresher,"
Giant Carlisle Cash Office Refresher 2011
Language: English

Need help? Click here.",microsoft office,,0.64990824
,Verkopen met Smaakprofielen,"Met smaakprofielen meer persoonlijk klantcontact!

Smaakprofielen voor onze klanten: een uniek hulpmiddel waarmee we meer klanten beter kunnen helpen. In de winkel, maar ook online. In deze module leer je hoe je smaakprofielen gebruikt in het verkoopgesprek met de klant.

Trefwoorden: verkopen, klantcontact, beste advies, variëren, Fresh red, Fruit Smoothie, Easy rider, Big red, Classic red, Royal red, Fresh hammer, Fresh prince, Fruit lover, Classic white, Big White, Sugar Honey

Hulp nodig? Klik hier",,Gall Verkoper,Score < threshold
,Cashier Certification Test- #335 ,,Cannot be determined,,Score < threshold
,Known Loss Tracking Certification,"
Known Loss Tracking Certification.
Language: English

Need help? Click here.","Business, Finance, and Accountancy",,0.2500254
,HOMAG 3 - Herkennen van en Omgaan Met Afwijkend Gedrag voor ASM en SM,"Deze 2-daagse training is bestemd voor SM's en ASM's die nog niet eerder een HOMAG 3 (voorheen Kader HOMAG) hebben gevolgd.

Na deze module is de medewerker in staat om: 
• het veiligheidsbeleid van Albert Heijn te verwoorden;
• vanuit het veiligheidsbeleid een plan van aanpak voor je eigen winkel te ontwikkelen;
• met het veiligheidsplan van je eigen winkel structuur aan te brengen in de aanpak en borging van veiligheid in je eigen winkel;
• gedragskenmerken te benoemen van klanten bij winkeldiefstal;
• klanten op professionele wijze aan te spreken op afwijkend gedrag;
• medewerkers te coachen op preventief handelen t.o.v. klanten;
• een preventieve - en curatieve aanpak in te zetten bij intern grensoverschrijdend gedrag;
• de nazorgprocedure te beschrijven;
• een zorgvuldig opvanggesprek te voeren;
• een incidentevaluatie met betrokkenen uit te voeren;
• een zorgvuldig meldingsgesprek (interne) ongewenste omgangsvormen te voeren.

Voorbereiding: Ter voorbereiding maakt de deelnemer de voorbereidingsopdracht, inclusief 2 online modules. Ook vullen zij een intakeformulier in waarop hij zijn leerwensen en negatieve ervaringen met afwijkend gedrag aangeeft.

Opzet Module: de module bestaat uit de voorbereidingsopdracht, 1e trainingsdag, tussenopdracht en 2e trainingsdag.

Duur: 2 dagen (16 uren)

Procedure to enroll: <>",,DO NOT USE,Score < threshold
,Anglický jazyk - úroveň A1,Výuka anglického jazyka na úrovni A1 - úplný začátečník - probíhá ve skupinkách od 2 do 8 osob 1x týdně 90 minut. ,,DO NOT USE,Score < threshold
,Assistant Store Manager Administrative Training (ASMAT),"The Assistant Store Manager Administrative Training (ASMAT) program reviews the day-to-day administrative functions of assistant store managers and gives participants the opportunity to interact with subject matter experts from many support departments. These subject matter experts explain and demonstrate important administrative processes and procedures that are either required by company standards or by law.
",management,DO NOT USE,0.9291733
,Pharmacist New to Role Training Program,"At our company, we do more than just sell groceries. We also help to keep our customers healthy!


Our store Pharmacies deliver top notch service and expertise while providing customers a one-stop shop for all things wellness. And yo uplay a pivotal role in maintaing this reputation. As a Pharmacist, you are the face of health and wellness in your store to all custoemrs and Associates. To ensure your success, this New-to-Role program provides all the necessary information you'll need to be an effectvie partner to our business.


Audience: New to Role Pharmacist
 


Language: English


 ",,Delivering Results,Score < threshold
,Leadership Journey: Purpose,"“Purpose” is about why we exist and what we stand for personally. Critical is how we bring our personal purpose to life in our day to day work and how it aligns and supports our shared company purpose.

This collection offers inspiration to explore and find your own purpose! ",leadership,,0.99684334
,Dale Carnegie Leadership Series,,leadership,,0.9970541
,Toets beschikbaarheid voor Management en Teamleiders,"On-line toets in het kader van verbetering van de Beschikbaarheid in AH winkels. Met deze toets wordt de kennis getest van het Verkoopklaarproces en de daaraan gerelateerde processen en systemen (Replenishment en R&R). Je maakt deze toets nadat je de klapper Beschikbaarheid hebt doorgenomen. Je kunt deze klapper bestellen via de bestellijst opleidingsmaterialen op Plaza.

Doelgroep: Supermarktmanager, Assistent Supermarktmanager en Teamleiders Verkoopklaar van Albert Heijn winkels

Klik op de button Start content / Inhoud starten, om de toets te starten.",management,DO NOT USE,0.9923193
,Toets Beschikbaarheid voor Regiomanagers en Operationeel managers AH Winkel,.,,DO NOT USE,Score < threshold
,Pharmacy Manager New-to-Role Training ,"At our company, we do more than just sell groceries. We also help to keep our customers healthy!


Our store Pharmacies deliver top notch service and expertise while providing customers a one-stop shop for all things wellness. And yo uplay a pivotal role in maintaing this reputation. As a Pharmacy Manager, you are the face of health and wellness in your store to all custoemrs and Associates. To ensure your success, this New-to-Role program provides all the necessary information you'll need to be an effectvie partner to our business.

Audience: New to Role Pharmacist


Language: English

 ",management,,0.95756793
,First Line ,"First Line Supervisory Skills training is a leadership program for first-time supervisors that provides the tools necessary to supervise and lead successfully. This program will discuss new ways to communicate at all levels, make effective decisions, delegate tasks, and resolve conflict. In addition, compliance-related topics such as Diversity, Respect in the Workplace, and Code of Ethics will be reviewed.
",leadership,,0.5930558
